measure,location,sex,age,metric,year,val,upper,lower
Life expectancy,Western Pacific Region,Both,60-64 years,Years,2020,21.933705062531903,22.858599809388828,21.031387485329084
Life expectancy,Western Pacific Region,Both,60-64 years,Years,2021,21.795211140798973,22.72745504984917,20.845690612603587
Life expectancy,Western Pacific Region,Both,65-69 years,Years,2010,16.582012857128166,16.95595493075473,16.178511953882758
Life expectancy,Western Pacific Region,Both,65-69 years,Years,2011,16.714992650339717,17.11111584321594,16.298495745071797
Life expectancy,Western Pacific Region,Both,65-69 years,Years,2012,16.960577580913014,17.378659708422486,16.516751671058277
Life expectancy,Western Pacific Region,Both,65-69 years,Years,2013,17.13337565317173,17.557744002105096,16.650395780346482
Life expectancy,Western Pacific Region,Both,65-69 years,Years,2014,17.320555386086458,17.80402701649009,16.773661290179923
Life expectancy,Western Pacific Region,Both,65-69 years,Years,2015,17.49327044474786,18.046557141096006,16.917281368985474
Life expectancy,Western Pacific Region,Both,65-69 years,Years,2016,17.575168088831155,18.186580671105244,16.960485958787466
Life expectancy,Western Pacific Region,Both,65-69 years,Years,2017,17.692732264125794,18.370074741949082,17.01410435546394
Life expectancy,Western Pacific Region,Both,65-69 years,Years,2018,17.79573689298924,18.541326189638724,17.006502716831932
Life expectancy,Western Pacific Region,Both,65-69 years,Years,2019,17.861176919133666,18.66159699789369,17.049275532380786
Life expectancy,Western Pacific Region,Both,65-69 years,Years,2020,17.929605722264856,18.763970040693145,17.128499675383008
Life expectancy,Western Pacific Region,Both,65-69 years,Years,2021,17.813138556807125,18.65645075594045,16.96293557614747
Life expectancy,Western Pacific Region,Both,70-74 years,Years,2010,12.989239540668978,13.308480771268695,12.656310899940767
Life expectancy,Western Pacific Region,Both,70-74 years,Years,2011,13.125284533040302,13.454116493410329,12.78617948453321
Life expectancy,Western Pacific Region,Both,70-74 years,Years,2012,13.366023498360965,13.71873133016523,13.000879499975616
Life expectancy,Western Pacific Region,Both,70-74 years,Years,2013,13.508744358986602,13.861672850395285,13.111159317833506
Life expectancy,Western Pacific Region,Both,70-74 years,Years,2014,13.660896358410229,14.078145090940842,13.211620254971702
Life expectancy,Western Pacific Region,Both,70-74 years,Years,2015,13.812813371012833,14.28031679323807,13.340624461493215
Life expectancy,Western Pacific Region,Both,70-74 years,Years,2016,13.878212366538948,14.399510341985142,13.363298940335508
Life expectancy,Western Pacific Region,Both,70-74 years,Years,2017,13.978412850138822,14.56112269719264,13.394800490034253
Life expectancy,Western Pacific Region,Both,70-74 years,Years,2018,14.070377653427812,14.701336585730328,13.401527494030011
Life expectancy,Western Pacific Region,Both,70-74 years,Years,2019,14.12985235665533,14.820506787503799,13.439409445346323
Life expectancy,Western Pacific Region,Both,70-74 years,Years,2020,14.201200490265277,14.9216373325409,13.52348750542802
Life expectancy,Western Pacific Region,Both,70-74 years,Years,2021,14.101975667307922,14.830796035806824,13.361846946310965
Life expectancy,Western Pacific Region,Both,75-79 years,Years,2010,9.852783607423802,10.10956189789929,9.590551225778134
Life expectancy,Western Pacific Region,Both,75-79 years,Years,2011,9.959049812823238,10.218121519278398,9.688157795744752
Life expectancy,Western Pacific Region,Both,75-79 years,Years,2012,10.17662109124568,10.461492386555138,9.887438753908574
Life expectancy,Western Pacific Region,Both,75-79 years,Years,2013,10.290397262610377,10.573573124145348,9.975341036270754
Life expectancy,Western Pacific Region,Both,75-79 years,Years,2014,10.41815617725742,10.75155806747404,10.055638597708418
Life expectancy,Western Pacific Region,Both,75-79 years,Years,2015,10.56680269478098,10.936066149035637,10.177355405278917
Life expectancy,Western Pacific Region,Both,75-79 years,Years,2016,10.628649744962736,11.047035708612723,10.213728726629519
Life expectancy,Western Pacific Region,Both,75-79 years,Years,2017,10.720065817074836,11.183122157363094,10.262342371929398
Life expectancy,Western Pacific Region,Both,75-79 years,Years,2018,10.800430928792402,11.306508376980005,10.253396849641566
Life expectancy,Western Pacific Region,Both,75-79 years,Years,2019,10.850029898345943,11.405945216978132,10.298266879494143
Life expectancy,Western Pacific Region,Both,75-79 years,Years,2020,10.91193277030314,11.498749115506254,10.359067677924015
Life expectancy,Western Pacific Region,Both,75-79 years,Years,2021,10.821338207586669,11.420719972467705,10.23155681794426
Life expectancy,Western Pacific Region,Both,80-84 years,Years,2010,7.175309244656461,7.360653765098865,6.989470516866834
Life expectancy,Western Pacific Region,Both,80-84 years,Years,2011,7.267398325202086,7.460682535535279,7.07183000869098
Life expectancy,Western Pacific Region,Both,80-84 years,Years,2012,7.487503035549237,7.701633074618235,7.279731830153276
Life expectancy,Western Pacific Region,Both,80-84 years,Years,2013,7.568171475255953,7.779605873712624,7.3415099751580275
Life expectancy,Western Pacific Region,Both,80-84 years,Years,2014,7.657755013655811,7.908531219286761,7.401923923135647
Life expectancy,Western Pacific Region,Both,80-84 years,Years,2015,7.789875823676746,8.067931480651282,7.508750052153848
Life expectancy,Western Pacific Region,Both,80-84 years,Years,2016,7.826488850813638,8.1350491285544,7.520596045749018
Life expectancy,Western Pacific Region,Both,80-84 years,Years,2017,7.888190083255543,8.22828885538653,7.537375599417141
Life expectancy,Western Pacific Region,Both,80-84 years,Years,2018,7.95018529817541,8.337973961004527,7.536653729824998
Life expectancy,Western Pacific Region,Both,80-84 years,Years,2019,7.978150017920937,8.404073287070085,7.554937422104468
Life expectancy,Western Pacific Region,Both,80-84 years,Years,2020,8.045540502978803,8.484853713219021,7.625423590042962
Life expectancy,Western Pacific Region,Both,80-84 years,Years,2021,7.97516965897497,8.430004356749652,7.539460949403208
Life expectancy,Western Pacific Region,Both,85-89 years,Years,2010,5.141338839212358,5.279478590074401,5.006186306419541
Life expectancy,Western Pacific Region,Both,85-89 years,Years,2011,5.20509951118979,5.348636478575431,5.066292429148965
Life expectancy,Western Pacific Region,Both,85-89 years,Years,2012,5.36726295122544,5.516824556767593,5.2214297536087635
Life expectancy,Western Pacific Region,Both,85-89 years,Years,2013,5.421471567733508,5.570905860701123,5.2580537359635695
Life expectancy,Western Pacific Region,Both,85-89 years,Years,2014,5.510106598438997,5.68841836480764,5.325277433356359
Life expectancy,Western Pacific Region,Both,85-89 years,Years,2015,5.606241855189607,5.809827885827956,5.4021492205505135
Life expectancy,Western Pacific Region,Both,85-89 years,Years,2016,5.624987749677625,5.848984107760828,5.406760682142589
Life expectancy,Western Pacific Region,Both,85-89 years,Years,2017,5.680420376966404,5.93283756840936,5.421138303920172
Life expectancy,Western Pacific Region,Both,85-89 years,Years,2018,5.7396257259982315,6.035085294832912,5.4369059699791045
Life expectancy,Western Pacific Region,Both,85-89 years,Years,2019,5.75458349590957,6.081779279519294,5.436376929963467
Life expectancy,Western Pacific Region,Both,85-89 years,Years,2020,5.814275527312404,6.149020053917854,5.490840631447878
Life expectancy,Western Pacific Region,Both,85-89 years,Years,2021,5.738456542162968,6.0827507380959105,5.418171662203503
Life expectancy,Western Pacific Region,Both,90-94 years,Years,2010,3.923568414194105,4.025604374751843,3.820899756827528
Life expectancy,Western Pacific Region,Both,90-94 years,Years,2011,3.9444252942941387,4.051095999945795,3.84395011813959
Life expectancy,Western Pacific Region,Both,90-94 years,Years,2012,4.068402020833083,4.18175908905966,3.9628338760775357
Life expectancy,Western Pacific Region,Both,90-94 years,Years,2013,4.100452844979954,4.209028342337076,3.981578989334705
Life expectancy,Western Pacific Region,Both,90-94 years,Years,2014,4.169343782529381,4.301122013163269,4.035682299653889
Life expectancy,Western Pacific Region,Both,90-94 years,Years,2015,4.2608323001456,4.414659578100273,4.1067044322919015
Life expectancy,Western Pacific Region,Both,90-94 years,Years,2016,4.280604678485828,4.450133716480121,4.113761416064383
Life expectancy,Western Pacific Region,Both,90-94 years,Years,2017,4.324291203483143,4.51819621672393,4.124107049142184
Life expectancy,Western Pacific Region,Both,90-94 years,Years,2018,4.377414078610653,4.605258854781035,4.13917387649222
Life expectancy,Western Pacific Region,Both,90-94 years,Years,2019,4.3909987247792825,4.643332150768772,4.142455910123537
Life expectancy,Western Pacific Region,Both,90-94 years,Years,2020,4.46517431122329,4.723317182118727,4.206407398305823
Life expectancy,Western Pacific Region,Both,90-94 years,Years,2021,4.373610080127731,4.643108956048158,4.127008600962488
Life expectancy,Western Pacific Region,Both,2-4 years,Years,2010,74.42982391155373,75.02264630796212,73.74208122561205
Life expectancy,Western Pacific Region,Both,2-4 years,Years,2011,74.6820193729126,75.30937052233743,73.99431500561413
Life expectancy,Western Pacific Region,Both,2-4 years,Years,2012,75.04557106084334,75.71616935441995,74.31409919852285
Life expectancy,Western Pacific Region,Both,2-4 years,Years,2013,75.30819140114686,75.96231053640055,74.51432411290972
Life expectancy,Western Pacific Region,Both,2-4 years,Years,2014,75.60261444079305,76.35656688562672,74.78127842796624
Life expectancy,Western Pacific Region,Both,2-4 years,Years,2015,75.83842469728457,76.70069222503729,74.95891315702514
Life expectancy,Western Pacific Region,Both,2-4 years,Years,2016,75.97350518004076,76.93110244390935,74.98531637342256
Life expectancy,Western Pacific Region,Both,2-4 years,Years,2017,76.15053654295656,77.1654279380458,75.1075472044415
Life expectancy,Western Pacific Region,Both,2-4 years,Years,2018,76.30576715719899,77.4218305675227,75.1538554117038
Life expectancy,Western Pacific Region,Both,2-4 years,Years,2019,76.4134900116597,77.61931367211794,75.15070130682938
Life expectancy,Western Pacific Region,Both,2-4 years,Years,2020,76.55213317891877,77.78008741641693,75.3259613488685
Life expectancy,Western Pacific Region,Both,2-4 years,Years,2021,76.33068367375822,77.55815079082926,75.06371872346935
Life expectancy,Western Pacific Region,Both,95+ years,Years,2010,3.5199752558377106,3.608378744040934,3.427781314394048
Life expectancy,Western Pacific Region,Both,95+ years,Years,2011,3.476026590449782,3.563251389085659,3.3923371230250057
Life expectancy,Western Pacific Region,Both,95+ years,Years,2012,3.5666707066662693,3.6516182645024515,3.4845390543093258
Life expectancy,Western Pacific Region,Both,95+ years,Years,2013,3.559990521445021,3.646791774502597,3.4721132506056516
Life expectancy,Western Pacific Region,Both,95+ years,Years,2014,3.560080100535637,3.6660514481270416,3.451549357571136
Life expectancy,Western Pacific Region,Both,95+ years,Years,2015,3.6494035169052794,3.7652637218081138,3.527746195526281
Life expectancy,Western Pacific Region,Both,95+ years,Years,2016,3.6528358112956862,3.7868749023601103,3.5107990292067686
Life expectancy,Western Pacific Region,Both,95+ years,Years,2017,3.6448592160913877,3.8100473017671015,3.4759827569460073
Life expectancy,Western Pacific Region,Both,95+ years,Years,2018,3.676785282744643,3.873469935940399,3.4789353300341643
Life expectancy,Western Pacific Region,Both,95+ years,Years,2019,3.7008874331579777,3.9218796789331103,3.4882947399712716
Life expectancy,Western Pacific Region,Both,95+ years,Years,2020,3.8231368204735037,4.063437878299997,3.5818606255307373
Life expectancy,Western Pacific Region,Both,95+ years,Years,2021,3.7380972176925606,3.9719970390763297,3.5080852345256353
Life expectancy,Western Pacific Region,Both,12-23 months,Years,2010,75.25211315322281,75.84765312664022,74.56567630383836
Life expectancy,Western Pacific Region,Both,12-23 months,Years,2011,75.51393432921368,76.14008505280043,74.81997244152348
Life expectancy,Western Pacific Region,Both,12-23 months,Years,2012,75.88803425999211,76.55465296624044,75.16335294305817
Life expectancy,Western Pacific Region,Both,12-23 months,Years,2013,76.15794640428251,76.80712959727535,75.36366732857279
Life expectancy,Western Pacific Region,Both,12-23 months,Years,2014,76.4617757328857,77.21105781535826,75.63494415495799
Life expectancy,Western Pacific Region,Both,12-23 months,Years,2015,76.70468652565098,77.55710409522766,75.82105513564548
Life expectancy,Western Pacific Region,Both,12-23 months,Years,2016,76.84639364383703,77.80158104896445,75.8526729329834
Life expectancy,Western Pacific Region,Both,12-23 months,Years,2017,77.02909752057933,78.03062366707256,76.00136278043702
Life expectancy,Western Pacific Region,Both,12-23 months,Years,2018,77.18839809156968,78.30125942440098,76.05437537818331
Life expectancy,Western Pacific Region,Both,12-23 months,Years,2019,77.29987866516045,78.50732240397521,76.0394409398449
Life expectancy,Western Pacific Region,Both,12-23 months,Years,2020,77.453969444537,78.68654574884661,76.224767608988
Life expectancy,Western Pacific Region,Both,12-23 months,Years,2021,77.23601658666142,78.46905724285018,75.95829407459166
